session_id,user_id,scenario_id,difficulty_level,user_response,response_time_sec,choice_made,clarity_score,coping_score,avoidance_score,overall_score,feedback_text,source
S0225,U0067,SCN_006,medium,can't do,35,cope,5,3,4,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0226,U0231,SCN_006,easy,একটা কাজ করি,12,cope,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0227,U0128,SCN_001,easy,run away,23,help_seek,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0228,U0451,SCN_004,medium,গভীর শ্বাস,34,cope,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0229,U0111,SCN_002,hard,এড়িয়ে,25,cope,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0230,U0147,SCN_001,hard,run away,3,cope,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0231,U0392,SCN_007,medium,grounding,26,cope,4,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0232,U0284,SCN_007,medium,ask for help,7,engage,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0233,U0066,SCN_009,easy,okay let me try,28,help_seek,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0234,U0257,SCN_006,easy,give up,5,cope,5,1,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0235,U0077,SCN_003,hard,can't do,35,avoid,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0236,U0304,SCN_006,medium,can't do,35,engage,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0237,U0170,SCN_010,hard,run away,10,engage,4,2,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0238,U0306,SCN_010,medium,run away,19,avoid,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0239,U0076,SCN_001,hard,I feel nervous,18,cope,5,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0240,U0161,SCN_010,medium,talk to friend,12,engage,5,1,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0241,U0447,SCN_004,hard,পারব না,6,avoid,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0242,U0270,SCN_009,medium,সাহায্য চাই,23,avoid,5,5,2,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0243,U0313,SCN_008,medium,can't do,15,avoid,4,3,4,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0244,U0361,SCN_005,easy,run away,34,help_seek,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0245,U0148,SCN_008,easy,give up,39,engage,4,3,5,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0246,U0148,SCN_007,hard,give up,8,help_seek,2,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0247,U0104,SCN_008,hard,quit,20,help_seek,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0248,U0125,SCN_003,easy,talk to friend,45,avoid,3,3,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0249,U0368,SCN_004,medium,ask for help,9,avoid,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0250,U0334,SCN_001,easy,গভীর শ্বাস,21,help_seek,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0251,U0468,SCN_005,easy,ask for help,29,avoid,2,3,1,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0252,U0449,SCN_001,easy,এড়িয়ে,3,help_seek,4,2,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0253,U0329,SCN_010,hard,talk to friend,36,engage,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0254,U0170,SCN_003,easy,okay let me try,32,help_seek,2,4,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0255,U0291,SCN_003,hard,deep breath,15,avoid,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0256,U0045,SCN_010,medium,এড়িয়ে,45,cope,4,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0257,U0004,SCN_003,medium,grounding,27,avoid,3,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0258,U0134,SCN_008,hard,quit,26,avoid,2,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0259,U0208,SCN_001,hard,talk to friend,35,help_seek,3,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0260,U0113,SCN_002,easy,run away,33,avoid,3,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0261,U0388,SCN_008,hard,give up,45,avoid,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0262,U0040,SCN_004,hard,break into steps,10,cope,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0263,U0168,SCN_009,hard,সাহায্য চাই,31,cope,3,5,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0264,U0415,SCN_004,easy,I feel nervous,32,avoid,5,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0265,U0287,SCN_009,medium,পারব না,22,cope,2,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0266,U0297,SCN_007,easy,quit,5,engage,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0267,U0479,SCN_006,medium,break into steps,5,help_seek,2,5,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0268,U0457,SCN_007,medium,গভীর শ্বাস,31,engage,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0269,U0061,SCN_007,easy,break into steps,37,engage,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0270,U0388,SCN_009,easy,grounding,22,engage,2,3,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0271,U0127,SCN_009,medium,পারব না,25,avoid,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0272,U0415,SCN_005,hard,সাহায্য চাই,29,cope,2,5,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0273,U0229,SCN_004,hard,সাহায্য চাই,6,avoid,2,3,1,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0274,U0387,SCN_001,easy,এড়িয়ে,11,help_seek,3,2,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0275,U0122,SCN_004,medium,can't do,12,avoid,4,3,5,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0276,U0321,SCN_007,hard,run away,30,engage,3,2,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0277,U0403,SCN_001,hard,give up,23,engage,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0278,U0387,SCN_007,hard,grounding,33,avoid,3,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0279,U0469,SCN_004,easy,run away,38,engage,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0280,U0105,SCN_007,medium,grounding,44,cope,4,2,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0281,U0027,SCN_008,medium,give up,27,cope,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0282,U0107,SCN_002,medium,সাহায্য চাই,22,cope,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0283,U0469,SCN_004,easy,সাহায্য চাই,41,avoid,5,5,1,4.7,Try naming your feeling and one small next step.,synthetic_demo
S0284,U0195,SCN_007,medium,একটা কাজ করি,37,help_seek,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0285,U0239,SCN_005,easy,quit,33,help_seek,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0286,U0289,SCN_004,easy,give up,12,cope,2,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0287,U0169,SCN_005,easy,পারব না,27,avoid,3,2,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0288,U0236,SCN_008,easy,can't do,25,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0289,U0269,SCN_003,easy,I feel nervous,7,cope,2,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0290,U0035,SCN_001,hard,পারব না,12,cope,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0291,U0338,SCN_004,medium,okay let me try,4,cope,5,4,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0292,U0275,SCN_009,medium,পারব না,4,engage,4,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0293,U0124,SCN_003,easy,talk to friend,42,help_seek,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0294,U0492,SCN_006,medium,quit,32,avoid,4,2,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0295,U0048,SCN_004,medium,run away,27,engage,2,3,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0296,U0360,SCN_009,easy,I feel nervous,8,engage,2,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0297,U0118,SCN_007,easy,can't do,39,engage,2,3,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0298,U0092,SCN_005,medium,ask for help,4,avoid,2,3,2,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0299,U0154,SCN_010,easy,grounding,39,avoid,2,3,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0300,U0197,SCN_010,hard,এড়িয়ে,11,cope,4,3,5,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0301,U0119,SCN_009,easy,give up,24,engage,5,1,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0302,U0252,SCN_006,easy,deep breath,25,engage,5,5,2,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0303,U0396,SCN_007,hard,গভীর শ্বাস,21,avoid,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0304,U0365,SCN_002,hard,break into steps,12,engage,5,4,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0305,U0483,SCN_006,medium,give up,31,help_seek,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0306,U0221,SCN_005,medium,talk to friend,38,engage,3,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0307,U0306,SCN_002,hard,deep breath,23,engage,2,3,2,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0308,U0372,SCN_001,hard,run away,18,avoid,2,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0309,U0138,SCN_007,medium,গভীর শ্বাস,12,cope,4,3,2,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0310,U0248,SCN_003,easy,পারব না,26,help_seek,4,2,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0311,U0235,SCN_004,easy,I feel nervous,11,help_seek,3,3,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0312,U0412,SCN_001,medium,এড়িয়ে,31,help_seek,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0313,U0246,SCN_007,medium,grounding,14,engage,3,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0314,U0496,SCN_006,hard,run away,18,help_seek,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0315,U0478,SCN_007,hard,quit,15,avoid,2,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0316,U0225,SCN_009,medium,deep breath,7,engage,3,5,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0317,U0130,SCN_008,hard,grounding,12,engage,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0318,U0274,SCN_007,hard,break into steps,29,cope,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0319,U0086,SCN_006,hard,break into steps,42,cope,4,3,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0320,U0006,SCN_010,easy,এড়িয়ে,19,avoid,2,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0321,U0238,SCN_009,hard,একটা কাজ করি,40,avoid,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0322,U0213,SCN_006,easy,deep breath,10,avoid,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0323,U0267,SCN_006,medium,run away,25,engage,3,2,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0324,U0035,SCN_002,medium,okay let me try,5,cope,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0325,U0477,SCN_001,hard,can't do,18,avoid,3,3,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0326,U0119,SCN_009,medium,গভীর শ্বাস,43,avoid,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0327,U0231,SCN_003,hard,পারব না,30,engage,3,2,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0328,U0296,SCN_001,easy,সাহায্য চাই,37,avoid,2,3,2,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0329,U0135,SCN_006,hard,can't do,34,help_seek,2,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0330,U0179,SCN_010,medium,এড়িয়ে,32,avoid,2,3,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0331,U0061,SCN_005,easy,break into steps,22,cope,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0332,U0215,SCN_003,hard,give up,11,engage,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0333,U0251,SCN_007,medium,গভীর শ্বাস,11,avoid,3,4,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0334,U0488,SCN_006,easy,okay let me try,34,avoid,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0335,U0210,SCN_004,hard,এড়িয়ে,34,engage,5,3,5,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0336,U0408,SCN_008,easy,I feel nervous,21,cope,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0337,U0400,SCN_005,medium,একটা কাজ করি,39,engage,3,5,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0338,U0397,SCN_009,hard,talk to friend,26,cope,4,3,3,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0339,U0153,SCN_008,easy,সাহায্য চাই,31,help_seek,3,4,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0340,U0108,SCN_006,hard,break into steps,40,help_seek,3,4,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0341,U0402,SCN_010,easy,পারব না,16,cope,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0342,U0166,SCN_010,hard,give up,21,help_seek,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0343,U0070,SCN_010,medium,quit,6,help_seek,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0344,U0425,SCN_003,easy,grounding,28,engage,4,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0345,U0232,SCN_003,easy,quit,43,cope,5,3,4,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0346,U0487,SCN_007,medium,quit,23,cope,5,3,4,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0347,U0408,SCN_002,hard,okay let me try,28,avoid,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0348,U0425,SCN_007,medium,সাহায্য চাই,24,avoid,4,4,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0349,U0024,SCN_010,easy,I feel nervous,43,engage,2,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0350,U0001,SCN_001,medium,talk to friend,15,avoid,5,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0351,U0129,SCN_005,easy,গভীর শ্বাস,26,avoid,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0352,U0220,SCN_001,hard,এড়িয়ে,8,cope,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0353,U0304,SCN_001,easy,সাহায্য চাই,36,engage,3,4,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0354,U0441,SCN_001,medium,deep breath,11,engage,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0355,U0053,SCN_002,medium,একটা কাজ করি,26,help_seek,2,4,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0356,U0036,SCN_003,hard,এড়িয়ে,39,cope,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0357,U0322,SCN_010,hard,গভীর শ্বাস,12,engage,3,4,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0358,U0072,SCN_010,easy,okay let me try,40,engage,2,3,1,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0359,U0142,SCN_006,hard,পারব না,8,avoid,3,2,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0360,U0106,SCN_009,hard,run away,41,avoid,4,3,3,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0361,U0254,SCN_007,medium,run away,10,avoid,3,3,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0362,U0479,SCN_008,medium,break into steps,11,engage,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0363,U0391,SCN_010,medium,পারব না,7,cope,3,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0364,U0021,SCN_010,easy,break into steps,28,help_seek,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0365,U0043,SCN_009,hard,পারব না,37,avoid,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0366,U0499,SCN_005,easy,break into steps,37,help_seek,3,4,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0367,U0030,SCN_007,easy,break into steps,8,engage,3,4,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0368,U0342,SCN_002,hard,okay let me try,45,avoid,4,5,1,4.3,Try naming your feeling and one small next step.,synthetic_demo
S0369,U0084,SCN_002,medium,deep breath,25,help_seek,2,5,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0370,U0376,SCN_003,easy,give up,4,help_seek,4,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0371,U0365,SCN_007,hard,quit,43,cope,4,3,3,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0372,U0256,SCN_008,hard,okay let me try,13,help_seek,2,5,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0373,U0117,SCN_003,hard,quit,35,cope,2,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0374,U0187,SCN_001,medium,deep breath,12,avoid,5,3,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0375,U0214,SCN_001,hard,পারব না,23,help_seek,3,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0376,U0092,SCN_002,easy,give up,36,cope,2,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0377,U0168,SCN_007,easy,break into steps,38,engage,4,4,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0378,U0379,SCN_001,hard,give up,18,engage,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0379,U0078,SCN_006,easy,I feel nervous,29,cope,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0380,U0487,SCN_004,medium,give up,3,engage,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0381,U0215,SCN_005,medium,talk to friend,6,avoid,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0382,U0359,SCN_005,medium,break into steps,32,cope,5,3,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0383,U0039,SCN_010,hard,talk to friend,39,cope,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0384,U0436,SCN_007,medium,grounding,28,help_seek,4,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0385,U0484,SCN_006,easy,okay let me try,11,cope,2,4,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0386,U0161,SCN_003,medium,talk to friend,10,help_seek,5,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0387,U0437,SCN_004,easy,okay let me try,8,avoid,4,4,2,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0388,U0047,SCN_005,hard,ask for help,18,help_seek,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0389,U0420,SCN_007,easy,ask for help,4,engage,4,5,2,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0390,U0412,SCN_008,easy,একটা কাজ করি,10,cope,2,3,2,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0391,U0191,SCN_001,hard,একটা কাজ করি,43,cope,5,3,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0392,U0102,SCN_010,hard,quit,31,avoid,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0393,U0026,SCN_002,easy,can't do,39,engage,5,1,3,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0394,U0089,SCN_007,medium,I feel nervous,16,avoid,5,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0395,U0315,SCN_005,hard,quit,42,avoid,2,2,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0396,U0032,SCN_005,easy,I feel nervous,20,engage,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0397,U0323,SCN_003,hard,পারব না,4,engage,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0398,U0468,SCN_006,hard,I feel nervous,35,help_seek,4,3,4,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0399,U0306,SCN_007,easy,quit,4,help_seek,4,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0400,U0499,SCN_001,easy,I feel nervous,9,avoid,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0401,U0392,SCN_004,easy,quit,39,engage,2,3,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0402,U0413,SCN_006,hard,গভীর শ্বাস,25,cope,4,3,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0403,U0278,SCN_006,medium,grounding,14,engage,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0404,U0011,SCN_001,hard,break into steps,33,cope,3,3,1,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0405,U0471,SCN_006,medium,সাহায্য চাই,6,cope,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0406,U0492,SCN_003,easy,grounding,26,engage,4,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0407,U0070,SCN_010,easy,talk to friend,30,engage,4,2,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0408,U0341,SCN_006,hard,গভীর শ্বাস,14,engage,3,5,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0409,U0486,SCN_005,hard,run away,39,engage,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0410,U0328,SCN_010,hard,ask for help,9,engage,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0411,U0178,SCN_003,medium,can't do,13,cope,3,3,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0412,U0128,SCN_006,hard,okay let me try,7,help_seek,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0413,U0198,SCN_005,medium,talk to friend,29,avoid,2,3,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0414,U0052,SCN_007,medium,I feel nervous,39,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0415,U0011,SCN_003,medium,okay let me try,19,cope,4,3,1,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0416,U0375,SCN_002,easy,can't do,38,cope,3,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0417,U0483,SCN_006,hard,I feel nervous,13,engage,5,3,3,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0418,U0499,SCN_003,easy,ask for help,29,help_seek,3,3,2,2.3,Try naming your feeling and one small next step.,synthetic_demo
S0419,U0202,SCN_005,hard,run away,38,engage,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0420,U0045,SCN_003,medium,ask for help,45,engage,5,4,1,4.0,Try naming your feeling and one small next step.,synthetic_demo
S0421,U0327,SCN_004,medium,talk to friend,8,engage,3,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0422,U0459,SCN_002,hard,run away,19,cope,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0423,U0190,SCN_009,easy,এড়িয়ে,31,cope,5,1,4,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0424,U0429,SCN_005,medium,okay let me try,39,cope,3,4,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0425,U0414,SCN_003,hard,talk to friend,29,avoid,4,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0426,U0294,SCN_009,easy,ask for help,33,help_seek,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0427,U0062,SCN_002,medium,এড়িয়ে,14,avoid,3,3,3,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0428,U0041,SCN_004,hard,সাহায্য চাই,30,avoid,5,3,1,3.3,Try naming your feeling and one small next step.,synthetic_demo
S0429,U0045,SCN_003,medium,quit,38,engage,2,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0430,U0470,SCN_009,easy,can't do,42,engage,5,2,5,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0431,U0474,SCN_002,easy,পারব না,39,cope,2,1,3,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0432,U0336,SCN_005,medium,give up,39,engage,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0433,U0317,SCN_001,hard,গভীর শ্বাস,28,cope,3,4,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0434,U0382,SCN_007,medium,can't do,20,help_seek,2,3,3,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0435,U0432,SCN_001,medium,can't do,9,avoid,4,2,4,1.3,Try naming your feeling and one small next step.,synthetic_demo
S0436,U0138,SCN_003,hard,run away,29,cope,4,3,4,2.0,Try naming your feeling and one small next step.,synthetic_demo
S0437,U0389,SCN_004,hard,okay let me try,26,cope,5,3,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0438,U0070,SCN_009,hard,গভীর শ্বাস,39,cope,5,3,2,3.0,Try naming your feeling and one small next step.,synthetic_demo
S0439,U0017,SCN_003,medium,সাহায্য চাই,6,help_seek,3,3,1,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0440,U0326,SCN_004,easy,quit,4,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0441,U0492,SCN_006,medium,I feel nervous,40,help_seek,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0442,U0015,SCN_006,medium,গভীর শ্বাস,6,avoid,4,4,1,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0443,U0138,SCN_010,hard,সাহায্য চাই,29,cope,3,3,1,2.7,Try naming your feeling and one small next step.,synthetic_demo
S0444,U0308,SCN_001,easy,I feel nervous,17,help_seek,3,1,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0445,U0217,SCN_010,medium,run away,25,engage,4,3,5,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0446,U0300,SCN_005,easy,সাহায্য চাই,3,help_seek,5,4,2,3.7,Try naming your feeling and one small next step.,synthetic_demo
S0447,U0247,SCN_009,easy,run away,24,help_seek,2,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0448,U0097,SCN_006,easy,quit,36,avoid,4,2,5,1.0,Try naming your feeling and one small next step.,synthetic_demo
S0449,U0370,SCN_001,easy,এড়িয়ে,44,engage,3,3,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
S0450,U0378,SCN_005,easy,quit,40,avoid,5,2,4,1.7,Try naming your feeling and one small next step.,synthetic_demo
