session_id,user_id,scenario_id,difficulty_level,user_response,response_time_sec,choice_made,clarity_score,coping_score,avoidance_score,overall_score,feedback_text,source
S128,U48,SCN_007,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-402,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S129,U48,SCN_006,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-327,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S130,U48,SCN_010,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-457,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S131,U49,SCN_006,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-476,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S132,U49,SCN_009,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-219,avoid,0,0,3,2,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S133,U49,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-463,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S134,U50,SCN_002,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-161,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S135,U50,SCN_008,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-398,cope,3,6,0,8.8,"Pilot proxy: practiced a coping-forward path.",app_export
S136,U50,SCN_009,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-258,cope,4,5,0,9.5,"Pilot proxy: practiced a coping-forward path.",app_export
S137,U50,SCN_005,easy,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-298,cope,1,6,0,8.8,"Pilot proxy: practiced a coping-forward path.",app_export
S138,U51,SCN_006,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-119,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S139,U51,SCN_010,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-402,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S140,U51,SCN_003,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-314,avoid,0,0,5,1.8,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S141,U51,SCN_004,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-201,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S142,U52,SCN_009,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-400,avoid,0,0,3,2,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S143,U52,SCN_006,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-234,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S144,U52,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-464,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S145,U52,SCN_002,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-429,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S146,U53,SCN_005,easy,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-166,cope,1,6,0,8.8,"Pilot proxy: practiced a coping-forward path.",app_export
S147,U53,SCN_008,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-394,cope,3,6,0,8.8,"Pilot proxy: practiced a coping-forward path.",app_export
S148,U53,SCN_010,hard,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-163,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S149,U53,SCN_001,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-298,cope,4,7,0,10,"Pilot proxy: practiced a coping-forward path.",app_export
S150,U54,SCN_001,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-344,avoid,0,0,8,1,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S151,U54,SCN_003,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-353,avoid,0,0,5,1.8,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S152,U54,SCN_005,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-137,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S153,U55,SCN_009,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-129,avoid,0,0,3,2,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S154,U55,SCN_010,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-431,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S155,U55,SCN_002,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-393,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S156,U56,SCN_006,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-142,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S157,U56,SCN_001,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-384,cope,4,7,0,10,"Pilot proxy: practiced a coping-forward path.",app_export
S158,U56,SCN_010,hard,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-470,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S159,U56,SCN_009,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-147,cope,4,5,0,9.5,"Pilot proxy: practiced a coping-forward path.",app_export
S160,U57,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-404,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S161,U57,SCN_007,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-436,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S162,U57,SCN_004,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-258,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S163,U57,SCN_010,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-185,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S164,U58,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-219,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S165,U58,SCN_010,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-165,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S166,U58,SCN_007,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-322,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S167,U58,SCN_004,hard,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-99,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S168,U59,SCN_004,hard,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-300,cope,5,8,0,10,"Pilot proxy: practiced a coping-forward path.",app_export
S169,U59,SCN_006,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-460,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S170,U60,SCN_006,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-147,avoid,0,0,5,1.3,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S171,U60,SCN_005,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-208,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S172,U60,SCN_009,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-443,avoid,0,0,5,2,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S173,U61,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-110,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S174,U61,SCN_002,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-357,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S175,U62,SCN_006,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-436,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S176,U62,SCN_002,medium,"আমি একটু নার্ভাস ছিলাম কিন্তু একটা ছোট পদক্ষেপ নিয়েছি।",-475,cope,3,5,0,9.3,"Pilot proxy: practiced a coping-forward path.",app_export
S177,U63,SCN_002,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-353,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S178,U63,SCN_005,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-227,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S179,U63,SCN_008,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-386,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S180,U64,SCN_003,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-218,avoid,0,0,5,1.8,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S181,U64,SCN_009,medium,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-240,avoid,0,0,3,2,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
S182,U64,SCN_005,easy,"আমি এড়িয়ে গিয়েছিলাম — পরের বার আরেকটা চেষ্টা করব।",-142,avoid,0,0,4,1.7,"Pilot proxy: avoidance-heavy path — practice again with slower pacing.",app_export
